now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck,
2022:01:05:09:32:03,up_60_30_,2.009632111,0.5149191,0.3624053,0.9402508,0.514842,0.44110936,0.95977783,0.4678947,0.44095612,0.9027754,0.4206883,0.48794717,0.88480836,0.3656978,0.5248622,0.8800418,0.55414057,0.4460741,0.9026936,0.6051693,0.4828582,0.8883048,0.6483518,0.5193484,0.8988721,0.5147552,0.6292409,0.85885453,0.4835217,0.6240972,0.8653241,0.48365575,0.7601232,0.90823925,0.48759282,0.8909939,0.8998298,0.5423349,0.62938255,0.82507885,0.5305622,0.76527125,0.85649437,0.5228895,0.8911768,0.88013035,0.50712353,0.35702792,0.9383319,0.5189121,0.35708466,0.9751754,0.4876216,0.3727332,0.8477731,0.5346058,0.37794203,0.79606056,0.5267741,0.91736275,0.8058158,0.5464143,0.91198707,0.8296479,0.5189391,0.9014834,0.7455259,0.4874423,0.9173129,0.8583347,0.47571,0.90699524,0.83189696,0.49525735,0.89654255,0.79582834,-1,149.3256837,-1,-1,-1,-1,140.4261794,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.081439972,0.51491547,0.36241397,0.93856716,0.5148381,0.4411251,0.9580219,0.46788085,0.44096774,0.90246767,0.42068377,0.48794436,0.88401973,0.36570925,0.52485317,0.88079774,0.55414146,0.4460946,0.90129215,0.60520774,0.48291445,0.88497066,0.64830375,0.5193709,0.8917867,0.514743,0.629247,0.8579548,0.4835197,0.62410754,0.86564463,0.48365548,0.7601223,0.90781796,0.4875911,0.8909907,0.8997488,0.5423145,0.6293831,0.823116,0.52679235,0.76527244,0.85911834,0.5228884,0.8911588,0.8803735,0.5071183,0.3570301,0.9375221,0.51891136,0.35709375,0.97379696,0.48761448,0.3727261,0.8485965,0.5345988,0.3779526,0.79450655,0.526755,0.9173619,0.8099132,0.5463955,0.9120029,0.8326955,0.5189503,0.90146214,0.7458842,0.48741513,0.91729695,0.8573044,0.47568172,0.90697575,0.83065695,0.4952626,0.8965424,0.79579246,-1,149.3164662,-1,-1,-1,-1,140.4211506,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.16122818,0.51491773,0.36242053,0.93947375,0.5148334,0.4411327,0.9567179,0.4678757,0.440984,0.89968836,0.42065686,0.48801017,0.87360007,0.36575732,0.5248621,0.8623182,0.5541441,0.4461021,0.9021332,0.6089216,0.48299986,0.89194363,0.64843285,0.5194863,0.88491374,0.5147423,0.62928414,0.85870594,0.48351455,0.62415326,0.864383,0.4836593,0.760148,0.9092533,0.4875873,0.89100295,0.90070355,0.54231316,0.63442117,0.8231357,0.53055006,0.76532847,0.86138326,0.52289766,0.89119935,0.880689,0.5071208,0.35703576,0.9377167,0.51891404,0.35710418,0.97331995,0.48761693,0.3727422,0.84878576,0.5345909,0.37798798,0.7916409,0.5305821,0.92245114,0.8151809,0.54644066,0.91204196,0.8379671,0.5189404,0.9015124,0.74245286,0.48739734,0.9173497,0.86237276,0.47566396,0.90700716,0.83350205,0.49525735,0.89655995,0.7967465,-1,149.3114287,-1,-1,-1,-1,140.419547,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.223062515,0.5149144,0.36241913,0.9393087,0.51483196,0.44596633,0.954923,0.4678794,0.44099355,0.8965762,0.42061073,0.48809034,0.86817396,0.36197075,0.5298752,0.85770744,0.55413556,0.4461297,0.90133154,0.60892576,0.48295146,0.8918143,0.64845896,0.51946884,0.8731777,0.5147069,0.6292891,0.8560462,0.4834973,0.62415886,0.8645898,0.48365977,0.7601767,0.90723956,0.48753956,0.89102185,0.9067986,0.54226094,0.63442385,0.81762856,0.5305403,0.76535946,0.8655517,0.5228537,0.89114326,0.8773833,0.5071134,0.35703608,0.9363078,0.51890934,0.3571074,0.9718485,0.4876147,0.3727387,0.8455739,0.534571,0.3780029,0.78468937,0.5266747,0.91729313,0.79886764,0.5463356,0.91197205,0.815724,0.51891655,0.9014441,0.73198646,0.48742896,0.91734254,0.8573591,0.47567883,0.9119571,0.8279273,0.49148855,0.8965336,0.7983297,-1,142.372079,-1,-1,-1,-1,133.9499256,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.298859358,0.5149118,0.36242208,0.93889695,0.5148232,0.44596913,0.9543398,0.46787366,0.440993,0.89697,0.42062822,0.48808956,0.8708033,0.36199918,0.5298485,0.8614109,0.5541257,0.44613388,0.9017863,0.608919,0.48295715,0.89075196,0.64843255,0.519449,0.8758347,0.5146982,0.62929666,0.85485077,0.48348787,0.62416595,0.8632713,0.48364806,0.76021385,0.9092257,0.48759955,0.8909694,0.89343196,0.5422546,0.63442945,0.8165598,0.5267961,0.7653955,0.86926603,0.5228871,0.8911387,0.8743427,0.5071106,0.35703695,0.93608105,0.51890486,0.35711285,0.9719995,0.48761034,0.37273264,0.84824103,0.5345575,0.37800953,0.78330624,0.5266648,0.91732234,0.8036036,0.54633707,0.9119904,0.823755,0.5189604,0.90143794,0.7292653,0.48744193,0.91734624,0.8572585,0.47571373,0.91194373,0.83029985,0.49526447,0.8965065,0.78586864,-1,142.3783011,-1,-1,-1,-1,133.9447121,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.358699799,0.5149081,0.36240512,0.9391469,0.51482373,0.44597846,0.9545334,0.46787214,0.44101965,0.8948288,0.4205672,0.48816928,0.85428846,0.36198032,0.5299186,0.84728765,0.5541203,0.44612724,0.9027521,0.6052468,0.4828968,0.888928,0.6483881,0.5194152,0.88090616,0.5147155,0.6293412,0.85645676,0.4835033,0.6292457,0.86456686,0.4836654,0.7602468,0.9130901,0.48760867,0.89104897,0.89831734,0.5422693,0.63446057,0.8190195,0.5305564,0.765411,0.8686379,0.52288574,0.89119154,0.87897986,0.50710326,0.35701987,0.9345556,0.5189065,0.35709947,0.9714248,0.4876064,0.37271607,0.8450937,0.5345619,0.37799278,0.78417265,0.52672726,0.91736007,0.8025774,0.54637146,0.9120049,0.8258887,0.5189484,0.90150476,0.7329841,0.4874585,0.9224214,0.8544462,0.47943148,0.91199034,0.8275942,0.4952736,0.896574,0.78510934,-1,142.3538346,-1,-1,-1,-1,133.9566991,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.438485861,0.51490813,0.36239886,0.9385408,0.5148277,0.44597012,0.95504886,0.46787268,0.44100872,0.8956173,0.4205933,0.48814744,0.86022055,0.3620099,0.5298922,0.8512826,0.554126,0.4461265,0.90222704,0.6088881,0.4829029,0.88956785,0.6484309,0.5194509,0.87513566,0.514718,0.6293357,0.85653496,0.4835061,0.6292419,0.8639366,0.48366842,0.76024914,0.9129456,0.4876081,0.89104486,0.8979912,0.5422718,0.6344568,0.8192553,0.53056294,0.76540875,0.86855394,0.5228777,0.8911859,0.87945044,0.50710213,0.35701516,0.93325573,0.5189076,0.3570948,0.97050035,0.48760188,0.37270835,0.8443704,0.5345666,0.3779815,0.78310144,0.52672726,0.9173579,0.8032572,0.5463707,0.91200143,0.8263443,0.51893926,0.90149844,0.7341418,0.4874577,0.92242295,0.85471904,0.47943082,0.91199255,0.8278742,0.49526978,0.8965707,0.78536856,-1,142.3620174,-1,-1,-1,-1,133.9511769,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.500320673,0.5149112,0.36239803,0.93928695,0.51482815,0.4411425,0.95531917,0.46788582,0.44099927,0.89623386,0.42061958,0.4881008,0.86636615,0.36201033,0.5298419,0.85621005,0.55412275,0.4461161,0.9028809,0.6052536,0.48290414,0.8895643,0.6484223,0.5194173,0.87741715,0.5147259,0.6293086,0.8568524,0.4835111,0.6241872,0.86321586,0.48366803,0.7602499,0.9128367,0.4876064,0.8910494,0.89862394,0.5422841,0.6344372,0.81949353,0.53056437,0.76542556,0.86972624,0.52287775,0.89603937,0.88111985,0.5071052,0.35701546,0.9335196,0.51891,0.35709444,0.9701373,0.48760504,0.37271047,0.8450049,0.5345727,0.377983,0.7820577,0.52676946,0.92240804,0.8038876,0.5463957,0.912026,0.8281899,0.51893127,0.90153295,0.7331362,0.48748338,0.9224252,0.85145605,0.47944796,0.91200036,0.82759386,0.49525884,0.8965715,0.7848331,-1,149.3549358,-1,-1,-1,-1,139.8243723,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.560162544,0.51491004,0.36244145,0.93575585,0.5148114,0.445971,0.9544186,0.4678673,0.4410219,0.8952962,0.42062578,0.48809764,0.8666063,0.36204147,0.52976525,0.8603363,0.554088,0.44610792,0.9054135,0.60888886,0.48292744,0.8914775,0.64847,0.5194544,0.8723619,0.5147262,0.6293368,0.8570318,0.48351654,0.6292479,0.86484444,0.4836784,0.7602446,0.9113028,0.48762256,0.8910448,0.8957005,0.5422754,0.6344546,0.81897825,0.5305733,0.7654346,0.86985326,0.5228804,0.89604133,0.88168466,0.50711054,0.35704944,0.93505853,0.5189031,0.35713154,0.9708046,0.48760584,0.3727398,0.8521604,0.53454965,0.37803286,0.77903557,0.526764,0.9173643,0.80043983,0.5463945,0.91199195,0.8244937,0.5189314,0.90152556,0.73699874,0.48747987,0.9224121,0.8477056,0.4794556,0.9119819,0.82562894,0.4952778,0.89656156,0.7811644,-1,142.3480911,-1,-1,-1,-1,133.9992709,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.620000601,0.51492053,0.36244422,0.93740064,0.5148161,0.44596797,0.95447975,0.46789053,0.44101304,0.89508945,0.42065057,0.48803604,0.8713531,0.36576882,0.5248269,0.8675881,0.5540844,0.44610164,0.90516365,0.60523695,0.48288038,0.8915984,0.64845294,0.5194564,0.87559545,0.51472926,0.6293194,0.85801744,0.4835153,0.62923414,0.864989,0.48368913,0.7602359,0.910027,0.48760155,0.8910647,0.9014497,0.54228395,0.634436,0.8199078,0.5305674,0.765406,0.8671584,0.52286994,0.89119714,0.8801094,0.5071253,0.35705134,0.9372669,0.51890993,0.35713822,0.96950626,0.48761734,0.3727216,0.8574333,0.5345447,0.37803003,0.77281743,0.5267362,0.91736543,0.8011012,0.5463739,0.91200256,0.8232339,0.5189277,0.90151024,0.7340154,0.4874629,0.9224371,0.85726804,0.47943234,0.9120039,0.82840365,0.49526381,0.9013302,0.7867458,-1,142.3363066,-1,-1,-1,-1,134.5958138,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.693804026,0.51492333,0.36243123,0.93890727,0.5148106,0.4411455,0.9540955,0.46788433,0.44101486,0.89496136,0.42065287,0.4880279,0.87116605,0.36574686,0.524865,0.87183285,0.55046475,0.44608057,0.90578926,0.60524076,0.48290077,0.8906227,0.6483888,0.5194433,0.8732475,0.51472783,0.62932307,0.85690844,0.48350808,0.62923217,0.86411643,0.48367476,0.76023704,0.91058314,0.48763326,0.8910379,0.8939595,0.5422878,0.6344458,0.8196582,0.5305897,0.7654104,0.86634403,0.5228864,0.89118874,0.87807846,0.50712985,0.35704187,0.9381453,0.5189122,0.3571287,0.9702853,0.48761812,0.37270966,0.8600846,0.53454846,0.3780236,0.77495307,0.5267339,0.9173411,0.8003182,0.54637516,0.91198087,0.8245552,0.51895034,0.9014916,0.73336333,0.487482,0.9224135,0.85226685,0.47945297,0.9119831,0.82764703,0.49530426,0.8965611,0.77940655,-1,151.040703,-1,-1,-1,-1,140.4560731,-1,-1,-1,-1
2022:01:05:09:32:03,up_60_30_,2.755638838,0.514925,0.3624305,0.9381195,0.5148107,0.44114447,0.9538424,0.46788666,0.44100767,0.8956528,0.4206845,0.48799738,0.8798477,0.36577126,0.52483976,0.8795045,0.55045974,0.446085,0.9061537,0.6052246,0.48289633,0.8897365,0.64838827,0.5194618,0.8776292,0.51472443,0.6293101,0.85593,0.483511,0.62921506,0.8633685,0.4836769,0.76024586,0.910298,0.48764205,0.89105994,0.8939059,0.54227895,0.6344346,0.8178663,0.5305861,0.7654128,0.8670808,0.5228931,0.8960334,0.8782896,0.5071306,0.35704175,0.93678975,0.5189143,0.35712907,0.9691246,0.48761758,0.37271616,0.8577283,0.5345489,0.37802678,0.77253836,0.5267413,0.9173478,0.8000031,0.5463823,0.91198665,0.8250382,0.5189551,0.9015102,0.7324803,0.48749074,0.9224274,0.850537,0.47946507,0.9119947,0.82655895,0.49531472,0.8965751,0.77728957,-1,151.046429,-1,-1,-1,-1,140.448536,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,2.815478086,0.51491505,0.36240065,0.9386214,0.5147952,0.4411284,0.95298505,0.46786207,0.44100332,0.8975019,0.42065758,0.4879883,0.8793161,0.3657317,0.52481955,0.8825921,0.5504471,0.44605362,0.9082518,0.60520184,0.48288813,0.88840544,0.6483669,0.51944005,0.8837739,0.51472765,0.6292569,0.85519147,0.48351058,0.62413645,0.86430967,0.48366773,0.7602045,0.9104136,0.48761797,0.8910351,0.8964093,0.5422911,0.62937105,0.817233,0.53058326,0.7653575,0.863888,0.5228867,0.8960502,0.88080585,0.50711644,0.35701767,0.9333158,0.51890785,0.35712004,0.96808237,0.48759717,0.3726927,0.85670376,0.53453636,0.37804696,0.7739006,0.52674246,0.9224084,0.8013184,0.5463845,0.9120301,0.8237361,0.5189457,0.9015392,0.73190343,0.48747846,0.9224283,0.8552792,0.47944057,0.9119975,0.8276978,0.49528697,0.89656425,0.78209186,-1,151.015598,-1,-1,-1,-1,140.4723058,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,2.87531805,0.51492584,0.36238593,0.9404085,0.51479167,0.441119,0.9527002,0.46784812,0.4409953,0.89913565,0.42065686,0.48799026,0.881414,0.36574224,0.52482045,0.8831086,0.55044883,0.44604602,0.907804,0.6051938,0.48287588,0.88803136,0.6483291,0.5193965,0.88558793,0.5147212,0.62926424,0.85486925,0.4835026,0.62414813,0.86326456,0.4836686,0.7602056,0.9102794,0.48761272,0.89102405,0.8964051,0.54228854,0.6293723,0.8177012,0.5305701,0.7653639,0.86465394,0.5228822,0.8960318,0.8801432,0.5071214,0.35700423,0.93241954,0.51892173,0.35711354,0.9649151,0.48758504,0.3676693,0.86151123,0.5345552,0.37805092,0.7670325,0.5267203,0.9173671,0.8032866,0.5463681,0.9120101,0.824731,0.5189453,0.9015148,0.73527914,0.48747188,0.92240983,0.85319155,0.47943783,0.9119833,0.8276213,0.49527794,0.8965509,0.7847393,-1,151.0196871,-1,-1,-1,-1,140.4643216,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,2.937154055,0.51492393,0.3623297,0.940165,0.51479954,0.4411251,0.95248926,0.46786502,0.4409887,0.89836407,0.42067668,0.4879925,0.8834689,0.36574605,0.52481544,0.8808086,0.5504562,0.44606057,0.9061851,0.60518473,0.48288894,0.8855776,0.6482837,0.5194066,0.8868115,0.5147273,0.62926376,0.8545489,0.4835078,0.6241466,0.86291087,0.48366976,0.76019657,0.9097095,0.48761076,0.8910212,0.8964398,0.5422963,0.6293741,0.81797934,0.5305763,0.76535654,0.86328137,0.522885,0.8960314,0.87931687,0.5071226,0.35696518,0.9274374,0.5189208,0.35707355,0.96442264,0.4875933,0.36765707,0.8523222,0.53455216,0.37802586,0.7705303,0.52671266,0.91737205,0.8024766,0.5463665,0.9120158,0.8231659,0.51894784,0.90151596,0.73316586,0.48747036,0.92241037,0.8542783,0.4794364,0.91198254,0.82846284,0.49527523,0.89655054,0.7844387,-1,151.0199195,-1,-1,-1,-1,140.4518185,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.002977133,0.5149215,0.36228603,0.9392571,0.51480615,0.44113687,0.9517508,0.46784818,0.44101265,0.8964448,0.4206148,0.48806533,0.8690238,0.36204648,0.5297435,0.86826015,0.5541036,0.44607905,0.9032518,0.605215,0.4829205,0.8845541,0.6483305,0.51942456,0.88186777,0.51473725,0.62925076,0.8534455,0.48350626,0.6241299,0.86078465,0.48366448,0.76019645,0.908445,0.4876189,0.8910086,0.8929559,0.5423145,0.6293647,0.8180778,0.5306027,0.7653452,0.8601753,0.52289945,0.8960352,0.8771832,0.50711274,0.35692847,0.9246408,0.51892054,0.35702825,0.96397597,0.48758054,0.36762017,0.85389817,0.5345604,0.3779677,0.773729,0.5267691,0.9173812,0.7956219,0.5464155,0.91199374,0.8201175,0.5189407,0.90151757,0.7330072,0.48748526,0.9173761,0.84869635,0.47943884,0.91196996,0.8262714,0.49528104,0.8965396,0.7811148,-1,149.2711503,-1,-1,-1,-1,139.8634813,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.064812183,0.5149378,0.36228025,0.9406451,0.5148045,0.44112858,0.9528164,0.46783546,0.44100383,0.89862865,0.42064708,0.4880394,0.8753042,0.36574626,0.5248245,0.8733691,0.5541132,0.4460743,0.902825,0.60524446,0.48294482,0.88482904,0.6483275,0.5194196,0.87880594,0.5147247,0.6292816,0.85382324,0.48349592,0.62416464,0.8607311,0.4836505,0.76019937,0.9090287,0.48760638,0.8910009,0.8943203,0.5423018,0.6293914,0.81794274,0.5305729,0.76537454,0.8651772,0.5228937,0.89604056,0.8790791,0.5071256,0.35693088,0.92521924,0.51893264,0.35702384,0.9611317,0.48758984,0.36761832,0.86512476,0.5345698,0.37794286,0.7664858,0.52677524,0.92240983,0.79936737,0.54640627,0.9120199,0.8242719,0.51894283,0.901537,0.73312557,0.48746267,0.92241764,0.8525114,0.47572762,0.911983,0.8275751,0.49526724,0.89654064,0.7831183,-1,149.2705782,-1,-1,-1,-1,140.46,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.124652147,0.51492506,0.36227873,0.9437705,0.51480526,0.44111213,0.95245564,0.46785897,0.44097888,0.8982915,0.42065677,0.4880561,0.87606317,0.36577612,0.5248477,0.86442924,0.5540972,0.44605938,0.9036557,0.6052076,0.48288685,0.886287,0.6483058,0.51939994,0.877754,0.5147185,0.6292232,0.8521699,0.4834973,0.62410355,0.86200774,0.48366162,0.76014376,0.9054217,0.4876052,0.89101046,0.8971305,0.54229075,0.6293362,0.8175914,0.530546,0.7653341,0.86350536,0.5229002,0.89604294,0.87883127,0.5071122,0.3569242,0.9273918,0.5189228,0.3570295,0.96382105,0.48757794,0.36757472,0.86494535,0.53455603,0.3779418,0.76377255,0.52677715,0.9224046,0.7913326,0.5464139,0.9120138,0.8148722,0.51894116,0.90153706,0.73149866,0.487476,0.9224155,0.85438967,0.47943455,0.91198844,0.8296162,0.4952606,0.8965437,0.78683925,-1,149.2759032,-1,-1,-1,-1,140.4316812,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.184491873,0.5149322,0.3622798,0.94296974,0.5148063,0.44112545,0.95153505,0.46785828,0.4409871,0.8974691,0.42063043,0.48809072,0.870341,0.36571464,0.5298161,0.8555364,0.55409336,0.4460758,0.90381896,0.6089,0.48297256,0.8860509,0.64838165,0.519484,0.8717201,0.5147208,0.629232,0.85215855,0.48350212,0.62411475,0.86162007,0.4836676,0.76015,0.90646863,0.48758417,0.8910099,0.90013224,0.5422897,0.62934595,0.8175085,0.53055805,0.76533103,0.86327934,0.52289647,0.8960513,0.8811744,0.50711876,0.35692525,0.9269103,0.51892793,0.35702822,0.96219087,0.48758006,0.36757958,0.8679506,0.5345585,0.37794304,0.7587961,0.53058004,0.92245656,0.79560006,0.5464388,0.9120331,0.81725025,0.51892596,0.9015562,0.7326555,0.48747244,0.92243654,0.8583045,0.47573265,0.91201097,0.8305374,0.49522588,0.8965485,0.79291105,-1,149.2791134,-1,-1,-1,-1,138.8193899,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.256301165,0.5149398,0.36226752,0.94578433,0.5148032,0.44110876,0.9526347,0.4716653,0.44095942,0.8964914,0.4206894,0.48808894,0.87484765,0.36575535,0.52983624,0.85520303,0.5504483,0.4460681,0.9077546,0.608931,0.483034,0.88901275,0.6484044,0.5194129,0.8840872,0.5147077,0.6241322,0.8512765,0.48349223,0.62403476,0.86253345,0.4836361,0.76018673,0.9074229,0.48762,0.89104855,0.89762944,0.5422713,0.629283,0.81393576,0.5267665,0.76531756,0.86570245,0.52287257,0.89117587,0.87948585,0.5108224,0.35691637,0.9311052,0.5189337,0.35701752,0.9655889,0.48759127,0.3675567,0.87671286,0.53457016,0.37794974,0.7649451,0.5266537,0.91730535,0.80038434,0.54632026,0.9119853,0.81777334,0.5189455,0.90144825,0.7401911,0.48741066,0.9173725,0.858769,0.47569907,0.9119621,0.8272212,0.49531838,0.8965682,0.7849854,-1,151.0966968,-1,-1,-1,-1,139.7991658,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.316140175,0.51493126,0.36225766,0.9451846,0.5148193,0.4411183,0.9546352,0.47171995,0.4409722,0.8968248,0.42078793,0.48811865,0.8811032,0.3696902,0.529847,0.85247177,0.55046266,0.44606385,0.90571475,0.6089202,0.48808324,0.87792057,0.652277,0.5246101,0.8573643,0.51471436,0.62416565,0.85085636,0.48349857,0.6240643,0.86260635,0.48361826,0.7602375,0.9100455,0.4876135,0.8910369,0.89703536,0.5422756,0.629317,0.8132571,0.52676934,0.7653371,0.86592305,0.5228834,0.8960401,0.88090146,0.50712824,0.35691738,0.92946196,0.51891893,0.3570053,0.967034,0.48759046,0.36756545,0.87446666,0.53455335,0.3779173,0.7696247,0.5267152,0.922414,0.8013061,0.5463676,0.9120524,0.8185407,0.518938,0.9014935,0.7430614,0.4874012,0.9224117,0.85820055,0.47569048,0.91197056,0.8285651,0.4953012,0.8965547,0.78866154,-1,150.2504559,-1,-1,-1,-1,138.7477172,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.395927429,0.51492506,0.36224,0.94572765,0.51481473,0.44111663,0.9549762,0.47172335,0.44097313,0.8976977,0.42079976,0.48811367,0.8832572,0.3697069,0.529885,0.85206825,0.5504488,0.4460604,0.9068061,0.60892963,0.48814464,0.8742659,0.65229565,0.5246787,0.8496796,0.5147138,0.62417394,0.8508815,0.48349866,0.6240703,0.8625054,0.48361626,0.7602307,0.91009223,0.4876144,0.8910301,0.89644015,0.5422726,0.62932503,0.8140969,0.5267855,0.76532906,0.864617,0.5228822,0.89603645,0.8805636,0.50711924,0.35690206,0.9283335,0.5189175,0.35699695,0.96766794,0.48757595,0.36755604,0.8750598,0.5345544,0.377931,0.7723825,0.5267228,0.9224131,0.79974973,0.5463743,0.91204697,0.8174257,0.51893187,0.9014886,0.7430464,0.4874129,0.9173813,0.8576733,0.4756977,0.91196114,0.8282404,0.49529856,0.89654875,0.7881471,-1,150.2331141,-1,-1,-1,-1,138.7356055,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.461751461,0.5149131,0.362296,0.9392885,0.51482016,0.4459811,0.9523767,0.47170982,0.44101313,0.89458704,0.42078835,0.48812684,0.8813833,0.3697423,0.52984756,0.852057,0.5540863,0.4461091,0.90361595,0.6089995,0.49312812,0.8814117,0.65619916,0.5247295,0.8516321,0.51469296,0.6292358,0.8505975,0.483487,0.6241112,0.8629722,0.48362738,0.76022416,0.9125812,0.48761794,0.89100933,0.8957965,0.54225135,0.62935215,0.8119737,0.52672714,0.7653636,0.8718583,0.52286226,0.89117867,0.8823945,0.50710624,0.35694486,0.92586017,0.5189008,0.35704008,0.96502763,0.48756492,0.36759782,0.8717075,0.53451735,0.3779697,0.7658727,0.5266556,0.9173786,0.80845517,0.5463179,0.9120501,0.8243862,0.5189423,0.9014646,0.7425734,0.48737812,0.92241687,0.86295474,0.47567835,0.91196597,0.8316575,0.49531654,0.89654523,0.78963983,-1,142.5927835,-1,-1,-1,-1,132.3638471,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.525580645,0.51491547,0.36230907,0.93911463,0.5148149,0.4459893,0.95114017,0.47170094,0.44101906,0.8937862,0.4207625,0.4881235,0.88243693,0.3696591,0.52979815,0.8508945,0.5504577,0.4461121,0.90510374,0.60898125,0.4881753,0.88193184,0.6523127,0.5246018,0.8592562,0.5146988,0.62925684,0.8510378,0.4834919,0.6241341,0.8622421,0.48362976,0.7602021,0.91045976,0.48762983,0.89100724,0.8935759,0.5422587,0.6293744,0.8131848,0.52673465,0.7653631,0.87054497,0.5228697,0.8911721,0.8806603,0.5071106,0.35695487,0.9261025,0.5189044,0.357054,0.9640262,0.48757103,0.36761484,0.8694138,0.5345215,0.3779896,0.76610017,0.52665037,0.9173746,0.8083705,0.5463171,0.9120478,0.8241349,0.5189499,0.90146357,0.7400991,0.487382,0.9224161,0.8615508,0.47568628,0.9119619,0.83126163,0.4953355,0.89655054,0.78722966,-1,142.5794339,-1,-1,-1,-1,132.3997457,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.58542037,0.51493055,0.36225572,0.945052,0.51482373,0.4411278,0.9520449,0.47170696,0.44096178,0.89848536,0.4208099,0.4880456,0.89226514,0.36969185,0.5247789,0.8630638,0.55411214,0.44610584,0.90309715,0.6089894,0.4881115,0.88034654,0.64836067,0.5196224,0.8739971,0.5146954,0.6292356,0.8496659,0.48348764,0.624102,0.86223805,0.4836258,0.7602103,0.9100516,0.48762548,0.8910134,0.8943366,0.5422586,0.6293668,0.8133714,0.52673084,0.7653786,0.87137204,0.52287215,0.8911859,0.88142383,0.5071344,0.3569185,0.92766625,0.518922,0.35702097,0.96415716,0.48760018,0.36758846,0.86298263,0.5345334,0.3779656,0.7654514,0.526675,0.9224057,0.80710983,0.54633296,0.91205424,0.8229247,0.5189461,0.90147495,0.73993737,0.48738897,0.92241913,0.8611862,0.4756897,0.9119666,0.8311198,0.4953248,0.8965525,0.7870046,-1,149.2659256,-1,-1,-1,-1,140.3723417,-1,-1,-1,-1
2022:01:05:09:32:04,up_60_30_,3.649251223,0.5149305,0.36225292,0.9468673,0.5148271,0.44113687,0.9521419,0.47169557,0.4409697,0.8975173,0.42082623,0.48803553,0.8974746,0.3697286,0.5247383,0.8666847,0.5541258,0.4461163,0.90287894,0.6090202,0.48811638,0.8840444,0.64841086,0.5243863,0.8749822,0.51469237,0.629254,0.85011274,0.48348096,0.62412244,0.861794,0.48362172,0.7602171,0.91015846,0.4876094,0.8910236,0.8971133,0.5422596,0.6293832,0.8135667,0.52674663,0.76538306,0.8706313,0.52287287,0.8911833,0.8807287,0.50713307,0.35691547,0.92871463,0.5189234,0.35701674,0.9652161,0.48759848,0.3675892,0.8618,0.53453946,0.37796232,0.7676203,0.52667844,0.9224078,0.80985,0.54633605,0.9120579,0.82391566,0.5189406,0.90147394,0.73896575,0.48738325,0.9224202,0.85997957,0.4756795,0.91197264,0.8293291,0.49530157,0.89656097,0.7906671,-1,147.5238221,-1,-1,-1,-1,140.3739229,-1,-1,-1,-1
